player_id,session_at,duration_mins
P040,2026-04-13 17:03:35.564406,44
P040,2026-04-13 17:03:35.564406,37
P040,2026-04-14 17:03:35.564406,56
P041,2026-04-13 17:03:35.564406,26
P042,2026-04-09 17:03:35.564406,20
P043,2026-04-14 17:03:35.564406,5
P043,2026-04-13 17:03:35.564406,39
P043,2026-04-17 17:03:35.564406,36
P043,2026-04-17 17:03:35.564406,34
P043,2026-04-13 17:03:35.564406,7
P044,2026-04-10 17:03:35.564406,47
P044,2026-04-07 17:03:35.564406,24
P044,2026-04-13 17:03:35.564406,9
P044,2026-04-12 17:03:35.564406,43
P044,2026-04-15 17:03:35.564406,34
P044,2026-04-17 17:03:35.564406,9
P044,2026-04-07 17:03:35.564406,40
P044,2026-04-07 17:03:35.564406,50
P044,2026-04-07 17:03:35.564406,50
P044,2026-04-15 17:03:35.564406,43
P044,2026-04-15 17:03:35.564406,40
P044,2026-04-16 17:03:35.564406,26
P044,2026-04-11 17:03:35.564406,47
P044,2026-04-10 17:03:35.564406,46
P045,2026-04-04 17:03:35.564406,51
P045,2026-04-13 17:03:35.564406,40
P045,2026-04-05 17:03:35.564406,42
P045,2026-04-16 17:03:35.564406,42
P045,2026-04-13 17:03:35.564406,50
P045,2026-04-07 17:03:35.564406,54
P045,2026-04-07 17:03:35.564406,37
P045,2026-03-30 17:03:35.564406,46
P045,2026-04-17 17:03:35.564406,20
P045,2026-04-11 17:03:35.564406,33
P046,2026-04-15 17:03:35.564406,55
P046,2026-04-15 17:03:35.564406,42
P046,2026-04-16 17:03:35.564406,50
P046,2026-04-15 17:03:35.564406,56
P047,2026-04-17 17:03:35.564406,32
P047,2026-04-17 17:03:35.564406,16
P047,2026-04-15 17:03:35.564406,40
P047,2026-04-14 17:03:35.564406,13
P047,2026-04-11 17:03:35.564406,57
P047,2026-04-11 17:03:35.564406,55
P047,2026-04-16 17:03:35.564406,39
P047,2026-04-11 17:03:35.564406,31
P047,2026-04-17 17:03:35.564406,57
P047,2026-04-14 17:03:35.564406,6
P047,2026-04-10 17:03:35.564406,11
P047,2026-04-14 17:03:35.564406,43
P048,2026-04-16 17:03:35.564406,39
P048,2026-04-17 17:03:35.564406,34
P048,2026-04-14 17:03:35.564406,5
P048,2026-04-17 17:03:35.564406,54
P048,2026-04-16 17:03:35.564406,43
P049,2026-04-17 17:03:35.564406,52
P049,2026-04-17 17:03:35.564406,12
P049,2026-04-16 17:03:35.564406,25
P049,2026-04-16 17:03:35.564406,23
P049,2026-04-16 17:03:35.564406,48
P049,2026-04-16 17:03:35.564406,59
P049,2026-04-16 17:03:35.564406,43
P049,2026-04-17 17:03:35.564406,19
P049,2026-04-17 17:03:35.564406,39
P049,2026-04-16 17:03:35.564406,6
P049,2026-04-17 17:03:35.564406,48
P049,2026-04-17 17:03:35.564406,8
P049,2026-04-17 17:03:35.564406,36
P050,2026-04-12 17:03:35.564406,59
P050,2026-04-07 17:03:35.564406,43
P050,2026-04-16 17:03:35.564406,6
P050,2026-03-27 17:03:35.564406,13
P050,2026-04-06 17:03:35.564406,12
P050,2026-04-14 17:03:35.564406,38
P050,2026-04-10 17:03:35.564406,14
P050,2026-04-05 17:03:35.564406,38
P050,2026-04-11 17:03:35.564406,16
P051,2026-04-16 17:03:35.564406,42
P051,2026-04-15 17:03:35.564406,7
P051,2026-04-17 17:03:35.564406,29
P051,2026-04-16 17:03:35.564406,36
P051,2026-04-16 17:03:35.564406,52
P051,2026-04-17 17:03:35.564406,44
P051,2026-04-13 17:03:35.564406,55
P051,2026-04-16 17:03:35.564406,23
P052,2026-04-15 17:03:35.564406,8
P052,2026-04-15 17:03:35.564406,11
P052,2026-04-15 17:03:35.564406,30
P052,2026-04-15 17:03:35.564406,44
P052,2026-04-17 17:03:35.564406,5
P052,2026-04-15 17:03:35.564406,36
P052,2026-04-17 17:03:35.564406,55
P052,2026-04-17 17:03:35.564406,10
P052,2026-04-17 17:03:35.564406,29
P053,2026-04-12 17:03:35.564406,58
P053,2026-04-06 17:03:35.564406,36
P053,2026-04-05 17:03:35.564406,35
P053,2026-04-10 17:03:35.564406,29
P054,2026-04-15 17:03:35.564406,6
P054,2026-04-15 17:03:35.564406,60
P055,2026-04-15 17:03:35.564406,30
P055,2026-04-09 17:03:35.564406,13
P055,2026-04-09 17:03:35.564406,43
P055,2026-04-09 17:03:35.564406,8
P055,2026-04-12 17:03:35.564406,10
P055,2026-04-14 17:03:35.564406,33
P056,2026-04-04 17:03:35.564406,38
P056,2026-03-25 17:03:35.564406,36
P057,2026-03-25 17:03:35.564406,53
P057,2026-04-12 17:03:35.564406,23
P057,2026-04-02 17:03:35.564406,58
P057,2026-04-05 17:03:35.564406,33
P058,2026-04-15 17:03:35.564406,45
P059,2026-03-20 17:03:35.564406,53
P059,2026-03-31 17:03:35.564406,29
P059,2026-04-15 17:03:35.564406,15
P059,2026-04-16 17:03:35.564406,12
P059,2026-04-04 17:03:35.564406,17
P061,2026-04-05 17:03:35.564406,31
P061,2026-04-11 17:03:35.564406,37
P061,2026-04-10 17:03:35.564406,48
P061,2026-04-07 17:03:35.564406,30
P061,2026-04-11 17:03:35.564406,56
P061,2026-04-09 17:03:35.564406,25
P061,2026-04-13 17:03:35.564406,11
P061,2026-04-10 17:03:35.564406,59
P061,2026-04-07 17:03:35.564406,25
P061,2026-04-11 17:03:35.564406,39
P062,2026-04-15 17:03:35.564406,56
P062,2026-04-10 17:03:35.564406,51
P062,2026-03-26 17:03:35.564406,17
P062,2026-03-28 17:03:35.564406,60
P062,2026-03-29 17:03:35.564406,51
P062,2026-04-13 17:03:35.564406,59
P063,2026-04-17 17:03:35.564406,40
P063,2026-04-16 17:03:35.564406,31
P063,2026-04-14 17:03:35.564406,18
P063,2026-04-17 17:03:35.564406,16
P063,2026-04-12 17:03:35.564406,41
P063,2026-04-15 17:03:35.564406,37
P063,2026-04-17 17:03:35.564406,44
P063,2026-04-14 17:03:35.564406,28
P063,2026-04-13 17:03:35.564406,52
P063,2026-04-12 17:03:35.564406,25
P063,2026-04-14 17:03:35.564406,9
P063,2026-04-17 17:03:35.564406,40
P064,2026-04-17 17:03:35.564406,33
P064,2026-04-17 17:03:35.564406,39
P064,2026-04-15 17:03:35.564406,5
P064,2026-04-16 17:03:35.564406,45
P065,2026-04-14 17:03:35.564406,54
P065,2026-04-14 17:03:35.564406,14
P065,2026-04-05 17:03:35.564406,34
P065,2026-04-05 17:03:35.564406,16
P065,2026-04-12 17:03:35.564406,36
P065,2026-04-10 17:03:35.564406,46
P065,2026-03-31 17:03:35.564406,8
P065,2026-03-28 17:03:35.564406,35
P065,2026-03-29 17:03:35.564406,17
P065,2026-03-28 17:03:35.564406,7
P065,2026-03-31 17:03:35.564406,17
P065,2026-04-06 17:03:35.564406,25
P066,2026-04-10 17:03:35.564406,46
P066,2026-04-11 17:03:35.564406,32
P066,2026-04-13 17:03:35.564406,54
P066,2026-04-16 17:03:35.564406,34
P066,2026-04-10 17:03:35.564406,31
P066,2026-04-14 17:03:35.564406,16
P066,2026-04-11 17:03:35.564406,11
P066,2026-04-12 17:03:35.564406,47
P066,2026-04-13 17:03:35.564406,16
P066,2026-04-16 17:03:35.564406,25
P066,2026-04-12 17:03:35.564406,50
P066,2026-04-14 17:03:35.564406,52
P066,2026-04-13 17:03:35.564406,22
P066,2026-04-13 17:03:35.564406,41
P066,2026-04-13 17:03:35.564406,45
P067,2026-04-12 17:03:35.564406,34
P067,2026-04-17 17:03:35.564406,23
P067,2026-04-14 17:03:35.564406,59
P067,2026-04-12 17:03:35.564406,16
P067,2026-04-12 17:03:35.564406,42
P067,2026-04-16 17:03:35.564406,60
P067,2026-04-15 17:03:35.564406,22
P068,2026-03-19 17:03:35.564406,50
P068,2026-03-25 17:03:35.564406,30
P068,2026-04-05 17:03:35.564406,46
P068,2026-03-23 17:03:35.564406,35
P068,2026-03-22 17:03:35.564406,56
P069,2026-04-17 17:03:35.564406,28
P070,2026-04-10 17:03:35.564406,7
P071,2026-04-17 17:03:35.564406,9
P071,2026-04-13 17:03:35.564406,7
P071,2026-04-05 17:03:35.564406,16
P071,2026-04-02 17:03:35.564406,8
P072,2026-04-09 17:03:35.564406,14
P072,2026-04-14 17:03:35.564406,5
P073,2026-04-07 17:03:35.564406,7
P073,2026-04-07 17:03:35.564406,52
P073,2026-04-16 17:03:35.564406,21
P073,2026-04-06 17:03:35.564406,54
P073,2026-04-15 17:03:35.564406,37
P073,2026-04-09 17:03:35.564406,33
P073,2026-04-01 17:03:35.564406,28
P073,2026-04-16 17:03:35.564406,29
P073,2026-04-13 17:03:35.564406,52
P073,2026-04-01 17:03:35.564406,17
P073,2026-04-06 17:03:35.564406,33
P073,2026-04-14 17:03:35.564406,11
P073,2026-04-14 17:03:35.564406,41
P074,2026-04-16 17:03:35.564406,57
P074,2026-04-13 17:03:35.564406,31
P074,2026-04-12 17:03:35.564406,5
P074,2026-04-10 17:03:35.564406,42
P074,2026-04-17 17:03:35.564406,52
P074,2026-04-17 17:03:35.564406,21
P074,2026-04-13 17:03:35.564406,46
P074,2026-04-12 17:03:35.564406,27
P075,2026-04-13 17:03:35.564406,26
P075,2026-04-07 17:03:35.564406,32
P075,2026-04-08 17:03:35.564406,45
P075,2026-04-15 17:03:35.564406,60
P075,2026-04-05 17:03:35.564406,54
P075,2026-04-07 17:03:35.564406,20
P076,2026-04-17 17:03:35.564406,30
P077,2026-04-17 17:03:35.564406,22
P077,2026-04-10 17:03:35.564406,12
P077,2026-04-08 17:03:35.564406,34
P077,2026-04-16 17:03:35.564406,32
P077,2026-04-11 17:03:35.564406,40
P078,2026-03-23 17:03:35.564406,20
P078,2026-03-28 17:03:35.564406,28
P078,2026-04-09 17:03:35.564406,39
P078,2026-04-14 17:03:35.564406,15
P078,2026-03-24 17:03:35.564406,18
P078,2026-03-31 17:03:35.564406,29
P078,2026-04-15 17:03:35.564406,14
P079,2026-04-14 17:03:35.564406,7
P079,2026-04-17 17:03:35.564406,36
P079,2026-04-13 17:03:35.564406,44
P079,2026-04-15 17:03:35.564406,13
P079,2026-04-13 17:03:35.564406,12
P079,2026-04-14 17:03:35.564406,29
P079,2026-04-17 17:03:35.564406,6
P080,2026-04-06 17:03:35.564406,46
P080,2026-04-16 17:03:35.564406,56
P080,2026-04-05 17:03:35.564406,30
P080,2026-04-17 17:03:35.564406,7
P080,2026-04-15 17:03:35.564406,23
P081,2026-04-16 17:03:35.564406,8
P081,2026-04-15 17:03:35.564406,29
P081,2026-04-17 17:03:35.564406,29
P082,2026-04-04 17:03:35.564406,58
P082,2026-04-12 17:03:35.564406,8
P082,2026-04-14 17:03:35.564406,51
P082,2026-04-01 17:03:35.564406,8
P082,2026-04-17 17:03:35.564406,18
P082,2026-04-06 17:03:35.564406,49
P082,2026-04-13 17:03:35.564406,16
P082,2026-04-08 17:03:35.564406,39
P082,2026-04-05 17:03:35.564406,37
P082,2026-04-01 17:03:35.564406,25
P082,2026-04-01 17:03:35.564406,28
P082,2026-03-31 17:03:35.564406,39
P082,2026-03-29 17:03:35.564406,21
P082,2026-04-13 17:03:35.564406,6
P082,2026-03-29 17:03:35.564406,36
P083,2026-04-13 17:03:35.564406,51
P084,2026-04-06 17:03:35.564406,37
P084,2026-04-05 17:03:35.564406,52
P084,2026-04-01 17:03:35.564406,60
P084,2026-04-17 17:03:35.564406,12
P084,2026-04-02 17:03:35.564406,22
P084,2026-04-10 17:03:35.564406,58
P084,2026-04-16 17:03:35.564406,13
P084,2026-04-02 17:03:35.564406,7
P084,2026-04-03 17:03:35.564406,24
P085,2026-03-26 17:03:35.564406,43
P085,2026-04-03 17:03:35.564406,17
P085,2026-03-30 17:03:35.564406,29
P085,2026-03-27 17:03:35.564406,49
P085,2026-04-17 17:03:35.564406,46
P085,2026-04-03 17:03:35.564406,5
P085,2026-04-15 17:03:35.564406,14
P085,2026-04-02 17:03:35.564406,28
P086,2026-04-08 17:03:35.564406,15
P086,2026-04-08 17:03:35.564406,9
P086,2026-04-13 17:03:35.564406,5
P086,2026-04-16 17:03:35.564406,44
P086,2026-04-17 17:03:35.564406,55
P086,2026-04-10 17:03:35.564406,32
P086,2026-04-15 17:03:35.564406,42
P086,2026-04-09 17:03:35.564406,26
P087,2026-04-12 17:03:35.564406,48
P087,2026-04-15 17:03:35.564406,57
P087,2026-04-10 17:03:35.564406,45
P087,2026-04-11 17:03:35.564406,16
P087,2026-04-13 17:03:35.564406,17
P087,2026-04-17 17:03:35.564406,55
P087,2026-04-10 17:03:35.564406,35
P088,2026-04-12 17:03:35.564406,58
P088,2026-04-05 17:03:35.564406,56
P088,2026-04-12 17:03:35.564406,23
P089,2026-04-17 17:03:35.564406,60
P089,2026-04-11 17:03:35.564406,12
P090,2026-04-06 17:03:35.564406,12
P090,2026-04-12 17:03:35.564406,10
P090,2026-04-01 17:03:35.564406,23
P090,2026-04-05 17:03:35.564406,13
P090,2026-04-04 17:03:35.564406,11
P090,2026-04-02 17:03:35.564406,15
P090,2026-04-07 17:03:35.564406,12
P090,2026-04-02 17:03:35.564406,51
P091,2026-04-16 17:03:35.564406,58
P091,2026-04-08 17:03:35.564406,13
P091,2026-04-09 17:03:35.564406,6
P091,2026-04-12 17:03:35.564406,52
P091,2026-04-13 17:03:35.564406,13
P091,2026-04-17 17:03:35.564406,47
P091,2026-04-15 17:03:35.564406,52
P091,2026-04-11 17:03:35.564406,20
P091,2026-04-13 17:03:35.564406,41
P092,2026-04-14 17:03:35.564406,23
P092,2026-04-12 17:03:35.564406,30
P092,2026-04-14 17:03:35.564406,23
P092,2026-04-10 17:03:35.564406,21
P092,2026-04-14 17:03:35.564406,8
P092,2026-04-11 17:03:35.564406,29
P092,2026-04-11 17:03:35.564406,53
P092,2026-04-12 17:03:35.564406,18
P092,2026-04-12 17:03:35.564406,22
P092,2026-04-10 17:03:35.564406,40
P092,2026-04-10 17:03:35.564406,18
P092,2026-04-17 17:03:35.564406,13
P093,2026-04-08 17:03:35.564406,49
P093,2026-04-15 17:03:35.564406,34
P093,2026-04-14 17:03:35.564406,54
P093,2026-04-03 17:03:35.564406,58
P093,2026-04-10 17:03:35.564406,37
